Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,salary_imputed_flag,flights_2017,distance_2017,points_earned_2017,points_redeemed_2017,dollar_redeemed_2017,active_months_2017,flights_2018,Silent_Churn_Flag,Formally_Cancelled,education_rank,card_rank,is_married,Cluster,Churn_Risk_Score,Strategic_Segment
578837,Canada,Ontario,Toronto,P5S 6R4,Male,College,73510.0,Single,Star,4152.65,Standard,2012,5,,,1,21,30059,30059.0,704,127,10,4,0,0,2,1,0,3,0.0,Single Frequent Flyers
467182,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,102347.0,Married,Star,4160.02,Standard,2013,12,2018.0,10.0,0,22,34096,34096.0,0,0,7,24,0,1,3,1,1,2,0.019607843831181526,Married Loyalists
601407,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,72809.0,Married,Star,4165.17,Standard,2015,9,,,0,11,13832,13832.0,0,0,3,26,0,0,3,1,1,1,0.13725490868091583,At-Risk Infrequent Flyers
700871,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,74567.0,Married,Star,4165.25,Standard,2015,12,,,0,24,30458,30458.0,0,0,9,15,0,0,3,1,1,2,0.0,Married Loyalists
705589,Canada,Ontario,Toronto,P1L 8X8,Female,College,73510.0,Single,Star,4165.99,Standard,2012,5,,,1,27,42659,42659.0,0,0,9,17,0,0,2,1,0,3,0.015625,Single Frequent Flyers
746060,Canada,British Columbia,Victoria,V10 6T5,Male,College,73510.0,Married,Star,4167.09,Standard,2014,4,,,1,27,40740,40740.0,421,76,10,17,0,0,2,1,1,2,0.015625,Married Loyalists
469718,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,73544.0,Married,Star,4167.42,Standard,2013,1,,,0,21,21161,21161.0,584,105,8,15,0,0,3,1,1,2,0.015625,Married Loyalists
164429,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,57852.0,Single,Star,4169.36,Standard,2012,9,,,0,26,34731,34731.0,890,160,8,12,0,0,3,1,0,3,0.015625,Single Frequent Flyers
708373,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,57852.0,Single,Star,4169.36,Standard,2017,3,,,0,19,24055,24055.0,0,0,6,23,0,0,3,1,0,3,0.04316546767950058,Single Frequent Flyers
225088,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,97991.0,Married,Star,4170.34,Standard,2015,9,,,0,16,26880,26880.0,0,0,5,16,0,0,3,1,1,2,0.04316546767950058,Married Loyalists
100214,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,63253.0,Married,Star,4170.57,Standard,2015,8,,,0,10,18186,18186.0,861,155,4,12,0,0,3,1,1,1,0.0746268630027771,At-Risk Infrequent Flyers
459999,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,53465.0,Single,Star,4170.69,Standard,2017,9,,,0,6,10938,10938.0,0,0,2,19,0,0,3,1,0,1,0.16410256922245026,At-Risk Infrequent Flyers
268128,Canada,Ontario,Toronto,P1W 1K4,Female,High School or Below,47663.0,Married,Star,4177.88,Standard,2013,1,,,0,19,22571,22571.0,992,179,8,28,0,0,1,1,1,2,0.0,Married Loyalists
930584,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,73510.0,Single,Star,4185.76,Standard,2015,7,,,1,17,22099,22099.0,468,84,7,26,0,0,2,1,0,3,0.019607843831181526,Single Frequent Flyers
327796,Canada,Quebec,Quebec City,G1B 3L5,Male,College,73510.0,Single,Star,4191.06,Standard,2017,6,,,1,6,13630,13630.0,0,0,2,22,0,0,2,1,0,1,0.1666666716337204,At-Risk Infrequent Flyers
947467,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,49937.0,Married,Star,4196.43,Standard,2015,2,,,0,17,26908,26908.0,0,0,6,22,0,0,3,1,1,2,0.015625,Married Loyalists
743510,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,73510.0,Single,Star,4196.65,Standard,2016,5,,,1,8,11922,11922.0,0,0,3,24,0,0,2,1,0,1,0.16410256922245026,At-Risk Infrequent Flyers
580324,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,61113.0,Married,Star,4198.03,Standard,2013,6,,,0,10,20215,20215.0,1089,196,5,12,0,0,3,1,1,1,0.06849315017461777,At-Risk Infrequent Flyers
101945,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,86098.0,Married,Star,4202.66,Standard,2013,11,,,0,19,34441,34441.0,0,0,7,20,0,0,3,1,1,2,0.015625,Married Loyalists
713636,Canada,Ontario,London,M5B 3E4,Male,Doctor,48109.0,Married,Star,4212.8,Standard,2014,8,,,0,21,29064,29064.0,0,0,8,8,0,0,5,1,1,2,0.015625,Married Loyalists
302509,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Doctor,74238.0,Married,Star,4213.92,Standard,2017,3,,,0,11,19282,19282.0,0,0,4,16,0,0,5,1,1,1,0.13725490868091583,At-Risk Infrequent Flyers
789421,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,73510.0,Single,Star,4217.86,Standard,2016,11,,,1,15,20138,20138.0,0,0,7,15,0,0,2,1,0,3,0.019607843831181526,Single Frequent Flyers
404426,Canada,British Columbia,Vancouver,V6E 3D9,Female,Doctor,99696.0,Married,Star,4223.27,Standard,2014,9,,,0,10,18661,18661.0,502,90,4,15,0,0,5,1,1,1,0.16410256922245026,At-Risk Infrequent Flyers
260106,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,88876.0,Single,Star,4228.25,Standard,2013,6,2017.0,4.0,0,6,10579,10579.0,0,0,2,0,1,1,3,1,0,1,0.13725490868091583,At-Risk Infrequent Flyers
438023,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,73510.0,Married,Star,4228.73,Standard,2013,1,,,1,11,16378,16378.0,0,0,4,15,0,0,2,1,1,1,0.16410256922245026,At-Risk Infrequent Flyers
872932,Canada,Quebec,Montreal,H2Y 2W2,Male,High School or Below,72685.0,Married,Star,4236.3,Standard,2015,3,,,0,16,23207,23207.0,448,81,7,26,0,0,1,1,1,1,0.04316546767950058,At-Risk Infrequent Flyers
407945,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,75108.0,Married,Star,4236.47,Standard,2012,12,,,0,24,47018,47018.0,536,96,10,25,0,0,3,1,1,2,0.015625,Married Loyalists
211714,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Doctor,103572.0,Married,Star,4236.84,Standard,2015,6,,,0,27,36945,36945.0,1352,243,10,22,0,0,5,1,1,2,0.0,Married Loyalists
410982,Canada,Ontario,Trenton,K8V 4B2,Male,Master,132353.0,Married,Star,4237.37,Standard,2017,2,,,0,23,32411,32411.0,807,145,7,19,0,0,4,1,1,2,0.015625,Married Loyalists
905213,Canada,British Columbia,Vancouver,V6E 3D9,Female,Master,132353.0,Married,Star,4237.37,Standard,2015,10,,,0,15,23296,23296.0,1234,222,4,17,0,0,4,1,1,2,0.04316546767950058,Married Loyalists
147898,Canada,Quebec,Tremblant,H5Y 2S9,Female,High School or Below,59849.0,Divorced,Star,4241.64,Standard,2012,8,,,0,20,31656,31656.0,1443,259,7,16,0,0,1,1,0,3,0.019607843831181526,Single Frequent Flyers
530105,Canada,Ontario,London,M5B 3E4,Male,College,73510.0,Single,Star,4242.69,Standard,2017,11,2018.0,7.0,1,1,976,976.0,0,0,1,14,0,1,2,1,0,1,0.1666666716337204,At-Risk Infrequent Flyers
610946,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,56947.0,Married,Star,4244.47,Standard,2016,12,,,0,20,25101,25101.0,1419,256,9,25,0,0,3,1,1,2,0.010416666977107525,Married Loyalists
383108,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,64497.0,Married,Star,4247.68,Standard,2012,6,,,0,15,16553,16553.0,0,0,5,24,0,0,3,1,1,1,0.0746268630027771,At-Risk Infrequent Flyers
836343,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,64497.0,Married,Star,4247.68,Standard,2017,4,,,0,22,26136,26136.0,559,101,5,11,0,0,3,1,1,2,0.0746268630027771,Married Loyalists
585357,Canada,Quebec,Quebec City,G1B 3L5,Male,College,73510.0,Single,Star,4250.28,Standard,2016,10,,,1,25,36315,36315.0,350,63,11,26,0,0,2,1,0,3,0.0,Single Frequent Flyers
784804,Canada,Alberta,Banff,T4V 1D4,Female,College,73510.0,Single,Star,4250.28,Standard,2015,8,,,1,7,10894,10894.0,0,0,4,17,0,0,2,1,0,1,0.16410256922245026,At-Risk Infrequent Flyers
715764,Canada,Manitoba,Winnipeg,R3R 3T4,Male,College,73510.0,Single,Star,4253.28,Standard,2016,8,,,1,15,24871,24871.0,1446,260,6,8,0,0,2,1,0,3,0.015625,Single Frequent Flyers
753473,Canada,Ontario,Toronto,M2M 7K8,Female,Doctor,70996.0,Single,Star,4254.62,Standard,2013,7,,,0,24,30753,30753.0,0,0,8,26,0,0,5,1,0,3,0.0,Single Frequent Flyers
980856,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Doctor,70996.0,Single,Star,4254.62,Standard,2015,2,,,0,24,46509,46509.0,0,0,8,15,0,0,5,1,0,3,0.015625,Single Frequent Flyers
271660,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,73510.0,Married,Star,4270.03,Standard,2015,4,,,1,11,15280,15280.0,0,0,6,14,0,0,2,1,1,1,0.019607843831181526,At-Risk Infrequent Flyers
264936,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,73510.0,Single,Star,4272.81,Standard,2013,8,,,1,21,26221,26221.0,0,0,7,19,0,0,2,1,0,3,0.019607843831181526,Single Frequent Flyers
976513,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,92067.0,Married,Star,4273.59,Standard,2014,8,,,0,22,29253,29253.0,692,125,8,22,0,0,3,1,1,2,0.015625,Married Loyalists
828776,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,60899.0,Married,Star,4274.62,Standard,2017,5,,,0,13,17278,17278.0,0,0,4,18,0,0,3,1,1,1,0.0746268630027771,At-Risk Infrequent Flyers
240362,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,58756.0,Married,Star,4276.36,Standard,2014,10,,,0,12,21824,21824.0,0,0,6,14,0,0,3,1,1,1,0.0746268630027771,At-Risk Infrequent Flyers
137845,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,88445.0,Married,Star,4277.27,Standard,2013,6,,,0,26,44013,44013.0,0,0,11,24,0,0,3,1,1,2,0.015625,Married Loyalists
430569,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,87462.0,Married,Star,4277.56,Standard,2016,10,,,0,25,37499,37499.0,1026,185,8,42,0,0,3,1,1,2,0.015625,Married Loyalists
625870,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,61809.0,Married,Star,4282.95,Standard,2013,8,,,0,20,32197,32197.0,0,0,8,25,0,0,3,1,1,2,0.010416666977107525,Married Loyalists
660554,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,61809.0,Married,Star,4282.95,Standard,2017,10,,,0,6,10301,10301.0,723,130,2,11,0,0,3,1,1,1,0.0746268630027771,At-Risk Infrequent Flyers
917630,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,61809.0,Married,Star,4282.95,Standard,2016,12,,,0,17,28334,28334.0,0,0,5,11,0,0,3,1,1,2,0.04316546767950058,Married Loyalists
670686,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,73510.0,Single,Star,4291.06,Standard,2018,5,,,1,16,24209,24209.0,0,0,7,8,0,0,2,1,0,3,0.019607843831181526,Single Frequent Flyers
717660,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,73510.0,Single,Star,4293.01,Standard,2015,3,,,1,9,12665,12665.0,0,0,5,17,0,0,2,1,0,1,0.13725490868091583,At-Risk Infrequent Flyers
450621,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,77083.0,Married,Star,4296.6,Standard,2015,3,,,0,11,13865,13865.0,407,73,6,13,0,0,3,1,1,1,0.019607843831181526,At-Risk Infrequent Flyers
939562,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,95467.0,Married,Star,4297.02,Standard,2016,12,,,0,26,33523,33523.0,400,72,8,35,0,0,3,1,1,2,0.0,Married Loyalists
135250,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,88089.0,Married,Star,4298.66,Standard,2013,8,,,0,18,25739,25739.0,364,66,6,16,0,0,3,1,1,2,0.019607843831181526,Married Loyalists
714555,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,64387.0,Divorced,Star,4299.84,Standard,2013,8,,,0,26,40243,40243.0,638,115,10,19,0,0,3,1,0,3,0.0,Single Frequent Flyers
947868,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,96733.0,Married,Star,4300.9,Standard,2012,5,,,0,24,44709,44709.0,441,79,7,11,0,0,3,1,1,2,0.015625,Married Loyalists
228580,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,54643.0,Single,Star,4305.79,Standard,2012,5,,,0,15,17355,17355.0,1806,325,7,19,0,0,3,1,0,3,0.0,Single Frequent Flyers
557500,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,49606.0,Married,Star,4305.81,Standard,2015,11,,,0,21,26593,26593.0,328,59,7,22,0,0,3,1,1,2,0.015625,Married Loyalists
238233,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,85577.0,Married,Star,4307.42,Standard,2017,4,,,0,14,17926,17926.0,0,0,6,10,0,0,3,1,1,1,0.019607843831181526,At-Risk Infrequent Flyers
979309,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,63654.0,Single,Star,4312.77,Standard,2013,3,,,0,25,42859,42859.0,339,61,7,7,0,0,3,1,0,3,0.019607843831181526,Single Frequent Flyers
833569,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,73510.0,Single,Star,4314.07,Standard,2017,9,,,1,5,5194,5194.0,0,0,2,17,0,0,2,1,0,1,0.13725490868091583,At-Risk Infrequent Flyers
120046,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,56411.0,Married,Star,4314.17,Standard,2017,7,,,0,6,7816,7816.0,0,0,2,12,0,0,3,1,1,1,0.13725490868091583,At-Risk Infrequent Flyers
816881,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,56411.0,Married,Star,4314.17,Standard,2018,6,,,0,21,23950,23950.0,452,81,9,25,0,0,3,1,1,2,0.019607843831181526,Married Loyalists
717700,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,62093.0,Married,Star,4315.79,Standard,2015,9,,,0,24,31173,31173.0,0,0,8,25,0,0,3,1,1,2,0.0,Married Loyalists
245465,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Doctor,69818.0,Married,Star,4319.15,Standard,2015,8,,,0,21,26269,26269.0,987,178,8,24,0,0,5,1,1,2,0.0,Married Loyalists
709920,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,82427.0,Married,Star,4327.1,Standard,2013,1,,,0,20,21744,21744.0,506,91,8,9,0,0,3,1,1,2,0.015625,Married Loyalists
143784,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,76159.0,Married,Star,4330.39,Standard,2013,1,,,0,26,38649,38649.0,1172,211,9,19,0,0,3,1,1,2,0.010416666977107525,Married Loyalists
602176,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,76159.0,Married,Star,4330.39,Standard,2016,8,2018.0,5.0,0,14,25890,25890.0,536,96,6,8,0,1,3,1,1,2,0.019607843831181526,Married Loyalists
870998,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,76159.0,Married,Star,4330.39,Standard,2016,4,,,0,24,36592,36592.0,553,100,9,23,0,0,3,1,1,2,0.010416666977107525,Married Loyalists
958224,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,76159.0,Married,Star,4330.39,Standard,2015,12,,,0,25,39485,39485.0,434,78,8,15,0,0,3,1,1,2,0.015625,Married Loyalists
837628,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,60928.0,Married,Star,4330.77,Standard,2014,10,,,0,15,20787,20787.0,644,116,5,18,0,0,3,1,1,1,0.0746268630027771,At-Risk Infrequent Flyers
395460,Canada,Alberta,Edmonton,T9G 1W3,Male,College,73510.0,Single,Star,4330.8,Standard,2013,12,,,1,26,44598,44598.0,1075,194,9,14,0,0,2,1,0,3,0.010416666977107525,Single Frequent Flyers
136547,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,92131.0,Married,Star,4331.46,Standard,2012,9,,,0,12,11153,11153.0,0,0,4,27,0,0,3,1,1,1,0.13725490868091583,At-Risk Infrequent Flyers
166712,Canada,Saskatchewan,Regina,S1J 3C5,Male,Master,114551.0,Single,Star,4334.06,Standard,2014,8,,,0,22,31140,31140.0,0,0,8,17,0,0,4,1,0,3,0.015625,Single Frequent Flyers
217695,Canada,Ontario,Trenton,K8V 4B2,Male,Master,114551.0,Single,Star,4334.06,Standard,2013,9,,,0,24,40975,40975.0,443,80,7,17,0,0,4,1,0,3,0.019607843831181526,Single Frequent Flyers
263707,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Master,114551.0,Single,Star,4334.06,Standard,2014,5,,,0,3,3858,3858.0,484,87,3,15,0,0,4,1,0,1,0.13725490868091583,At-Risk Infrequent Flyers
638368,Canada,Quebec,Montreal,H2T 2J6,Male,Master,114551.0,Single,Star,4334.06,Standard,2013,11,,,0,18,25102,25102.0,0,0,7,19,0,0,4,1,0,3,0.019607843831181526,Single Frequent Flyers
695529,Canada,British Columbia,Vancouver,V6E 3D9,Male,Master,114551.0,Single,Star,4334.06,Standard,2012,12,,,0,21,25002,25002.0,697,125,8,20,0,0,4,1,0,3,0.015625,Single Frequent Flyers
915571,Canada,British Columbia,Victoria,V10 6T5,Male,Master,114551.0,Single,Star,4334.06,Standard,2015,7,,,0,3,5803,5803.0,0,0,2,18,0,0,4,1,0,1,0.16410256922245026,At-Risk Infrequent Flyers
642109,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,94908.0,Married,Star,4335.35,Standard,2014,2,,,0,22,28473,28473.0,492,89,8,24,0,0,3,1,1,2,0.015625,Married Loyalists
833701,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,73510.0,Single,Star,4340.86,Standard,2014,2,,,1,28,41081,41081.0,1076,194,10,6,0,0,2,1,0,3,0.015625,Single Frequent Flyers
275442,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,87262.0,Married,Star,4349.31,Standard,2016,1,,,0,18,27927,27927.0,0,0,7,19,0,0,3,1,1,2,0.015625,Married Loyalists
374345,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,87262.0,Married,Star,4349.31,Standard,2015,10,,,0,28,44930,44930.0,1361,245,9,23,0,0,3,1,1,2,0.010416666977107525,Married Loyalists
384825,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,87262.0,Married,Star,4349.31,Standard,2012,8,,,0,24,39251,39251.0,459,83,10,17,0,0,3,1,1,2,0.0,Married Loyalists
564650,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,87262.0,Married,Star,4349.31,Standard,2013,8,,,0,23,36646,36646.0,1382,249,8,12,0,0,3,1,1,2,0.0,Married Loyalists
277649,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,94838.0,Divorced,Star,4358.76,Standard,2012,8,,,0,21,22477,22477.0,1294,234,9,18,0,0,3,1,0,3,0.0,Single Frequent Flyers
732013,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,90142.0,Married,Star,4361.37,Standard,2015,9,,,0,27,43326,43326.0,872,157,11,13,0,0,3,1,1,2,0.010416666977107525,Married Loyalists
793318,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,73510.0,Single,Star,4362.77,Standard,2016,2,,,1,27,46249,46249.0,1204,216,8,14,0,0,2,1,0,3,0.010416666977107525,Single Frequent Flyers
830024,Canada,Quebec,Montreal,H2T 9K8,Female,College,73510.0,Single,Star,4362.77,Standard,2015,4,,,1,15,23294,23294.0,0,0,6,16,0,0,2,1,0,3,0.06849315017461777,Single Frequent Flyers
966117,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,71797.0,Divorced,Star,4363.12,Standard,2012,9,,,0,8,9347,9347.0,387,70,4,27,0,0,3,1,0,1,0.16410256922245026,At-Risk Infrequent Flyers
258358,Canada,Quebec,Montreal,H2T 2J6,Female,College,73510.0,Single,Star,4363.2,Standard,2016,7,2017.0,3.0,1,8,17559,17559.0,0,0,2,0,1,1,2,1,0,1,0.25,At-Risk Infrequent Flyers
265836,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,64692.0,Single,Star,4364.31,Standard,2013,6,,,0,13,21223,21223.0,787,142,6,15,0,0,3,1,0,3,0.019607843831181526,Single Frequent Flyers
474174,Canada,Ontario,Sudbury,M5V 1G5,Female,Doctor,218703.0,Married,Star,4365.26,Standard,2015,11,2018.0,1.0,0,28,32576,32576.0,825,149,10,3,0,1,5,1,1,0,0.0,Elite Professionals (Low-Frequency)
202299,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Doctor,245427.0,Married,Star,4373.36,Standard,2017,3,,,0,18,24171,24171.0,0,0,7,16,0,0,5,1,1,0,0.019607843831181526,Elite Professionals (Low-Frequency)
497467,Canada,Quebec,Montreal,H4G 3T4,Female,Doctor,245427.0,Married,Star,4373.36,Standard,2015,3,,,0,25,40483,40483.0,0,0,9,13,0,0,5,1,1,0,0.015625,Elite Professionals (Low-Frequency)
635225,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,78573.0,Divorced,Star,4376.36,Standard,2015,3,,,0,23,34962,34962.0,0,0,8,18,0,0,3,1,0,3,0.015625,Single Frequent Flyers
980198,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,78573.0,Divorced,Star,4376.36,Standard,2017,2,,,0,13,25147,25147.0,424,76,4,10,0,0,3,1,0,3,0.13725490868091583,Single Frequent Flyers
861924,Canada,Nova Scotia,Halifax,B3C 2M8,Male,College,73510.0,Single,Star,4377.53,Standard,2013,9,,,1,22,35768,35768.0,1023,184,8,8,0,0,2,1,0,3,0.015625,Single Frequent Flyers
769731,Canada,Ontario,Toronto,P1W 1K4,Female,High School or Below,61040.0,Married,Star,4381.88,Standard,2016,3,,,0,17,21381,21381.0,744,134,5,11,0,0,1,1,1,1,0.015625,At-Risk Infrequent Flyers
639701,Canada,Ontario,Trenton,K8V 4B2,Female,Master,72027.0,Single,Star,4386.28,Standard,2012,4,,,0,25,34789,34789.0,1108,200,8,20,0,0,4,1,0,3,0.010416666977107525,Single Frequent Flyers
998090,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,51427.0,Married,Star,4389.28,Standard,2016,7,,,0,15,25677,25677.0,710,128,8,19,0,0,3,1,1,2,0.015625,Married Loyalists
283747,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,73510.0,Divorced,Star,4389.95,Standard,2016,4,,,1,16,32015,32015.0,495,89,7,26,0,0,2,1,0,3,0.019607843831181526,Single Frequent Flyers
816593,Canada,British Columbia,Victoria,V10 6T5,Male,College,73510.0,Single,Star,4398.05,Standard,2015,11,,,1,21,30828,30828.0,1112,200,8,17,0,0,2,1,0,3,0.010416666977107525,Single Frequent Flyers
440939,Canada,Manitoba,Winnipeg,R2C 0M5,Female,High School or Below,68812.0,Married,Star,4419.12,Standard,2016,9,,,0,16,25034,25034.0,0,0,6,16,0,0,1,1,1,2,0.019607843831181526,Married Loyalists
585629,Canada,Quebec,Montreal,H2T 9K8,Male,College,73510.0,Single,Star,4423.69,Standard,2016,3,,,1,27,46998,46998.0,408,73,9,29,0,0,2,1,0,3,0.010416666977107525,Single Frequent Flyers
347932,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,78444.0,Married,Star,4425.75,Standard,2012,9,,,0,26,48284,48284.0,1121,202,9,15,0,0,3,1,1,2,0.010416666977107525,Married Loyalists
417886,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,91100.0,Married,Star,4425.91,Standard,2015,2,,,0,28,36406,36406.0,1428,257,9,10,0,0,3,1,1,2,0.0,Married Loyalists
203550,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,53610.0,Married,Star,4426.1,Standard,2013,11,,,0,14,20813,20813.0,0,0,6,16,0,0,3,1,1,1,0.04316546767950058,At-Risk Infrequent Flyers
181825,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,74770.0,Married,Star,4428.03,Standard,2015,4,,,0,22,38043,38043.0,476,86,8,29,0,0,3,1,1,2,0.015625,Married Loyalists
261582,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,74770.0,Married,Star,4428.03,Standard,2012,7,,,0,37,60043,60043.0,1231,222,12,21,0,0,3,1,1,2,0.0,Married Loyalists
679859,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,74770.0,Married,Star,4428.03,Standard,2014,9,,,0,7,11780,11780.0,0,0,4,12,0,0,3,1,1,1,0.16410256922245026,At-Risk Infrequent Flyers
122958,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,49512.0,Married,Star,4430.57,Standard,2016,6,,,0,37,53290,53290.0,1168,210,12,22,0,0,3,1,1,2,0.015625,Married Loyalists
274698,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,57188.0,Married,Star,4434.41,Standard,2013,9,2018.0,3.0,0,24,38881,38881.0,0,0,7,5,0,1,3,1,1,2,0.015625,Married Loyalists
652291,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,96749.0,Divorced,Star,4439.9,Standard,2013,10,,,0,23,33738,33738.0,834,150,8,15,0,0,3,1,0,3,0.015625,Single Frequent Flyers
603775,Canada,Ontario,Ottawa,K1F 2R2,Male,College,73510.0,Married,Star,4443.63,Standard,2014,3,,,1,23,27453,27453.0,0,0,8,20,0,0,2,1,1,2,0.0,Married Loyalists
948404,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Doctor,86499.0,Married,Star,4447.42,Standard,2014,12,,,0,16,21449,21449.0,1086,195,8,5,0,0,5,1,1,2,0.015625,Married Loyalists
605877,Canada,Ontario,Toronto,P1J 8T7,Female,College,73510.0,Married,Star,4455.84,Standard,2016,12,,,1,16,25301,25301.0,603,109,7,25,0,0,2,1,1,2,0.019607843831181526,Married Loyalists
994377,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,53530.0,Single,Star,4456.02,Standard,2013,12,,,0,17,33850,33850.0,0,0,7,30,0,0,3,1,0,3,0.015625,Single Frequent Flyers
766927,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,71936.0,Divorced,Star,4457.94,Standard,2016,4,,,0,28,33091,33091.0,423,76,9,25,0,0,3,1,0,3,0.0,Single Frequent Flyers
702588,Canada,Alberta,Banff,T4V 1D4,Male,Master,94440.0,Divorced,Star,4458.11,Standard,2016,11,,,0,14,21561,21561.0,0,0,7,26,0,0,4,1,0,3,0.019607843831181526,Single Frequent Flyers
798248,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Master,94440.0,Divorced,Star,4458.11,Standard,2012,5,,,0,23,37129,37129.0,877,158,7,22,0,0,4,1,0,3,0.015625,Single Frequent Flyers
641448,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,83194.0,Married,Star,4462.45,Standard,2015,11,,,0,24,28715,28715.0,1694,305,7,15,0,0,3,1,1,2,0.010416666977107525,Married Loyalists
